correct,in_candidates,correct_spelling,misspelling,phoneme_rep,suggested,suggested_phoneme,candidates
1.0,1.0,receivers,recievers,R IY S IY V ER Z,receivers,R IY S IY V ER Z,"['receivers', 'receivers', 'receivers', 'relievers', 'receiving', 'resellers', 'researchers', 'researches', 'reviewers', 'reverses']"
1.0,1.0,receives,recieves,R IH S IY V Z,receives,R IH S IY V Z,"['receives', 'receives', 'receives', 'received', 'receiver', 'reserves', 'received', 'receipts', 'racemes', 'received']"
1.0,1.0,receiving,recieving,R IY S IY V IH NG,receiving,R IY S IY V IH NG,"['receiving', 'receiving', 'receiving', 'relieving', 'receding', 'reserving', 'resigning', 'deceiving', 'perceiving', 'reselling']"
1.0,1.0,recipient,recepient,R IH S IY P IY AH N T,recipient,R IH S IH P IY AH N T,"['recipient', 'recipient', 'incipient', 'recipients']"
1.0,1.0,recipient,recipiant,R IH S IH P IY AH N T,recipient,R IH S IH P IY AH N T,"['recipient', 'recipient', 'percipient', 'incipient', 'recipients']"
1.0,1.0,recipients,recepients,R IH S IY P IY AH N T S,recipients,R IH S IH P IY AH N T S,"['recipients', 'recipient']"
1.0,1.0,recipients,recipiants,R IH S IH P IY AH N T S,recipients,R IH S IH P IY AH N T S,"['recipients', 'recipient', 'recipient', 'incipient']"
0.0,1.0,recognize,recogize,R EH K AH JH AY Z,mechanize,M EH K AH N AY Z,"['mechanize', 'rectify', 'freckles', 'recognize', 'recognise', 'reckons', 'rectifies', 'wreckage']"
1.0,1.0,recommend,reccomend,R EH K AH M EH N D,recommend,R EH K AH M EH N D,"['recommend', 'recondite', 'commended', 'recommends', 'commending', 'recompense', 'commends', 'recommended', 'recommended', 'recommending']"
1.0,1.0,recommend,reccommend,R EH K AH M EH N D,recommend,R EH K AH M EH N D,"['recommend', 'recondite', 'commended', 'recommends', 'commending', 'recompense', 'commends', 'recommended', 'recommended', 'recommending']"
1.0,1.0,recommend,recomend,R EH K AH M EH N D,recommend,R EH K AH M EH N D,"['recommend', 'recondite', 'commended', 'recommends', 'commending', 'recompense', 'commends', 'recommended', 'recommended', 'recommending']"
1.0,1.0,recommended,reccomended,R EH K AH M EH N D IH D,recommended,R EH K AH M EH N D IH D,"['recommended', 'recommended', 'recommending', 'regimented', 'recommends', 'recommend', 'commended']"
1.0,1.0,recommended,reccommended,R EH K AH M EH N D IH D,recommended,R EH K AH M EH N D IH D,"['recommended', 'recommended', 'recommending', 'regimented', 'recommends', 'recommend', 'commended']"
1.0,1.0,recommended,recomended,R EH K AH M EH N D IH D,recommended,R EH K AH M EH N D IH D,"['recommended', 'recommended', 'recommending', 'regimented', 'recommends', 'recommend', 'commended']"
1.0,1.0,recommending,reccomending,R EH K AH M EH N D IH NG,recommending,R EH K AH M EH N D IH NG,"['recommending', 'recommended', 'recommended', 'recommends', 'recommend', 'commending']"
1.0,1.0,recommending,reccommending,R EH K AH M EH N D IH NG,recommending,R EH K AH M EH N D IH NG,"['recommending', 'recommended', 'recommended', 'recommends', 'recommend', 'commending']"
1.0,1.0,recommending,recomending,R EH K OW M EH N D IH NG,recommending,R EH K AH M EH N D IH NG,"['recommending', 'recommended']"
1.0,1.0,recommends,recomends,R EH K AH M EH N D Z,recommends,R EH K AH M EH N D Z,"['recommends', 'recompense', 'recommend', 'recommended', 'recommended', 'recommending', 'commends']"
0.0,0.0,reconciliation,reconcilation,R IY K AA N S AH L EY SH AH N,constellation,K AA N S T AH L EY SH AH N,"['constellation', 'constellations', 'consultations', 'consolation']"
0.0,0.0,reconnaissance,reconaissance,R EH K AH N EY S AH N S,reminiscence,R EH M AH N IH S AH N S,"['reminiscence', 'recantation']"
1.0,1.0,reconnaissance,reconnaissence,R IY K AA N AH S AH N S,reconnaissance,R IY K AA N AH S AH N S,"['reconnaissance', 'recognizance']"
0.0,1.0,record,recrod,R IY K R AA D,recruit,R IY K R UW T,"['recruit', 'retried', 'retread', 'ramrod', 'recoiled', 'require', 'repaired', 'record', 'record', 'retired']"
0.0,1.0,recreational,recrational,R IY K R EY SH AH N AH L,relational,R IY L EY SH AH N AH L,"['relational', 'recreational']"
0.0,0.0,recurring,reccuring,R IY K Y UH R IH NG,securing,S IH K Y UH R IH NG,"['securing', 'reassuring', 'requiring', 'recruiting', 'procuring', 'curing']"
1.0,1.0,reevaluated,revaluated,R IY IH V AE L Y UW EY T IH D,reevaluated,R IY IH V AE L Y UW EY T IH D,"['reevaluated', 'reevaluating']"
1.0,1.0,reference,referrence,R EH F ER AH N S,reference,R EH F ER AH N S,"['reference', 'reference', 'reverence', 'deference', 'recurrence', 'severance', 'recurrence', 'difference', 'deference', 'reverent']"
1.0,1.0,reference,refference,R EH F ER AH N S,reference,R EH F ER AH N S,"['reference', 'reference', 'reverence', 'deference', 'recurrence', 'severance', 'recurrence', 'difference', 'deference', 'reverent']"
1.0,1.0,referral,referal,R EH F ER AH L,referral,R IH F ER AH L,"['referral', 'raphael', 'several', 'deferral', 'referees', 'rectal', 'femoral', 'general', 'rental', 'federal']"
1.0,1.0,referred,refered,R IH F ER D,referred,R IH F ER D,"['referred', 'referred', 'refers', 'deferred', 'differed', 'richard', 'revert', 'record', 'refers', 'suffered']"
1.0,1.0,referred,reffered,R EH F ER D,referred,R AH F ER D,"['referred', 'referred', 'record', 'referee', 'leopard', 'refers', 'suffered', 'refers', 'severed', 'recurred']"
1.0,1.0,referring,refering,R IH F ER IH NG,referring,R IH F ER IH NG,"['referring', 'recurring', 'differing', 'deferring', 'suffering', 'ruffling', 'recurring', 'differing', 'rifling', 'buffering']"
1.0,1.0,refers,referrs,R IH F ER Z,refers,R IH F ER Z,"['refers', 'refers', 'rivers', 'reefers', 'referred', 'roofers', 'differs', 'defers', 'ringers', 'reverse']"
1.0,1.0,refrigerator,refridgerator,R AH F R IH JH ER EY T ER,refrigerator,R AH F R IH JH ER EY T ER,"['refrigerator', 'refrigerator', 'refrigerate', 'refrigerators']"
1.0,1.0,refusal,refusla,R IH F Y UW Z L AH,refusal,R IH F Y UW Z AH L,"['refusal', 'refuses', 'refusing', 'refusal', 'refuses', 'recusal', 'diffuses', 'refused', 'refusals', 'refuse']"
1.0,1.0,regardless,irregardless,IH R AH G AA R D L AH S,regardless,R AH G AA R D L AH S,"['regardless', 'irregardless']"
0.0,0.0,regular,regluar,R EH G L UW AA R,,,[]
0.0,0.0,regularly,reguarly,R EH G W AA R L IY,,,[]
0.0,0.0,regularly,regularily,R EH G Y AH L EH R AH L IY,regularity,R EH G Y AH L EH R AH T IY,"['regularity', 'irregularity']"
1.0,1.0,rehearsal,rehersal,R IH HH ER S AH L,rehearsal,R IH HH ER S AH L,"['rehearsal', 'rehearsal', 'reversal', 'rehearsing', 'reversal', 'referrals', 'bristol', 'crystal', 'krystal', 'chrystal']"
0.0,1.0,relationship,relatiopnship,R IY L EY SH AH P N SH IH P,relationships,R IY L EY SH AH N SH IH P S,"['relationships', 'relationship']"
1.0,1.0,relatively,relativly,R EH L AH T IH V L IY,relatively,R EH L AH T IH V L IY,"['relatively', 'negatively', 'relativity', 'relatives', 'relative']"
1.0,1.0,relevance,relevence,R EH L AH V AH N S,relevance,R EH L AH V AH N S,"['relevance', 'relevant', 'resonance', 'eloquence', 'irreverence', 'relevancy', 'irrelevance', 'elephants', 'elements', 'elegance']"
1.0,1.0,relevant,relevent,R EH L AH V AH N T,relevant,R EH L AH V AH N T,"['relevant', 'relevance', 'regiment', 'resonant', 'redolent', 'repellent', 'eloquent', 'irreverent', 'irrelevant', 'elephant']"
1.0,1.0,relieve,releive,R IY L IY V,relieve,R IY L IY V,"['relieve', 'relief', 'relieve', 'relive', 'receive', 'release', 'relayed', 'relays', 'relief', 'relate']"
1.0,1.0,relieved,releived,R IY L IY V D,relieved,R IY L IY V D,"['relieved', 'relieved', 'relived', 'relieves', 'received', 'reliever', 'reliefs', 'released', 'removed', 'received']"
1.0,1.0,religious,religeous,R IH L IH JH AH S,religious,R IH L IH JH AH S,"['religious', 'religious', 'religion', 'litigious', 'litigious', 'religion', 'delicious', 'reliance', 'elicits', 'diligence']"
0.0,1.0,religious,religous,R EH L IH G AH S,relishes,R EH L IH SH AH Z,"['relishes', 'religious', 'religious', 'restless', 'breathless', 'replica', 'prelates', 'elegance', 'frigates', 'relics']"
0.0,0.0,remember,remeber,R IY M IY B ER,reliever,R IY L IY V ER,"['reliever', 'receiver', 'remarry', 'rambler', 'rebirths', 'streamer', 'screamer', 'romberg', 'reemerge', 'creamier']"
1.0,1.0,remembrance,rememberance,R IH M EH M B ER AH N S,remembrance,R IY M EH M B R AH N S,"['remembrance', 'resemblance']"
1.0,1.0,remembrance,remembrence,R IH M EH M B R AH N S,remembrance,R IY M EH M B R AH N S,"['remembrance', 'resemblance', 'membranous', 'remembrances']"
1.0,1.0,reminiscent,reminescent,R EH M AH N EH S AH N T,reminiscent,R EH M AH N IH S AH N T,"['reminiscent', 'luminescent', 'reminiscence', 'preeminent', 'evanescent']"
0.0,0.0,remnant,reminent,R EH M AH N AH N T,ruminant,R UW M AH N AH N T,"['ruminant', 'resonant', 'reminisced', 'dominant', 'regiment', 'relevant', 'redolent', 'resonance', 'armament', 'pregnant']"
0.0,0.0,renown,reknown,R EH K N AW N,reckoning,R EH K N IH NG,"['reckoning', 'rundown', 'pronoun', 'reckons', 'reckoned', 'recount', 'recount', 'brennan', 'renounce', 'renowned']"
0.0,0.0,renowned,reknowned,R EH K N OW N D,condoned,K AH N D OW N D,"['condoned', 'reckoned']"
1.0,1.0,repetition,repatition,R IY P AH T IH SH AH N,repetition,R EH P AH T IH SH AH N,"['repetition', 'reposition', 'repossession', 'repetitious', 'theoretician', 'repercussion', 'politician', 'repetitions', 'repositioned', 'petitioning']"
1.0,1.0,repentance,repentence,R IH P EH N T AH N S,repentance,R IH P EH N T AH N S,"['repentance', 'repentant', 'dependence', 'repellents', 'repents']"
1.0,1.0,repentant,repentent,R IH P EH N T AH N T,repentant,R IH P EH N T AH N T,"['repentant', 'repentance', 'dependent', 'resentment', 'repugnant', 'repellents', 'repellent', 'resentment', 'unrepentant']"
0.0,0.0,repetition,repetion,R IH P IY SH AH N,recession,R IH S EH SH AH N,"['recession', 'deletion', 'relation', 'recession', 'remission', 'impassion', 'reaction', 'accretion', 'cyprian', 'creation']"
0.0,1.0,representative,representive,R EH P R IH Z EH N T IH V,represented,R EH P R IH Z EH N T IH D,"['represented', 'representing', 'representative', 'representative', 'represented', 'represents', 'representing', 'representative', 'represent', 'representatives']"
0.0,1.0,representatives,representives,R EH P R IH Z EH N T IH V Z,representative,R EH P R IH Z EH N AH T IH V,"['representative', 'representative', 'representatives', 'representatives', 'represented', 'representing', 'representative', 'representatives']"
1.0,1.0,required,recquired,R IY K W AY ER D,required,R IY K W AY ER D,"['required', 'required', 'requires', 'requires', 'inquired', 'rewiring', 'reacquire', 'require', 'rewired', 'reacquired']"
1.0,1.0,resemblance,resemblence,R IH Z EH M B AH L AH N S,resemblance,R IH Z EH M B L AH N S,"['resemblance', 'resemblance']"
1.0,1.0,resemblance,ressemblance,R IH S EH M B L AH N S,resemblance,R IH Z EH M B L AH N S,"['resemblance', 'resemblance', 'semblance']"
1.0,1.0,resemblance,ressemblence,R IH S EH M B AH L AH N S,resemblance,R IH Z EH M B L AH N S,['resemblance']
1.0,1.0,resemble,ressemble,R EH S AH M B AH L,resemble,R IH Z EH M B AH L,"['resemble', 'resemble', 'rentable', 'sensible', 'decimals', 'forcible', 'traceable', 'decibels', 'erasable', 'erasable']"
1.0,1.0,resembled,ressembled,R IH Z EH M B AH L D,resembled,R IH Z EH M B AH L D,"['resembled', 'resembled', 'resembles', 'resembles', 'resemble', 'resemble', 'resembling', 'trembled']"
1.0,1.0,resembling,ressembling,R IH Z EH M B AH L IH NG,resembling,R IH Z EH M B AH L IH NG,"['resembling', 'resembling', 'resembling', 'resembled', 'resembles', 'trembling', 'resemble']"
1.0,1.0,reside,recide,R IH S AY D,reside,R IH Z AY D,"['reside', 'recede', 'decide', 'relied', 'beside', 'reside', 'recite', 'receipt', 'resign', 'richard']"
1.0,1.0,resided,recided,R IH S AY D IH D,resided,R IH Z AY D IH D,"['resided', 'receded', 'decided', 'residing', 'receded', 'seceded', 'derided', 'receding', 'divided', 'deciding']"
1.0,1.0,resident,recident,R EH S IH D AH N T,resident,R EH Z IH D AH N T,"['resident', 'residence', 'decedent', 'reticent', 'redolent', 'exigent', 'prescient', 'precedent', 'president', 'residents']"
1.0,1.0,residents,recidents,R EH S AH D AH N T S,residents,R EH Z IH D AH N T S,"['residents', 'dissidents', 'decedents', 'accidents', 'incidents', 'regiments', 'precedents', 'precedents', 'precedence', 'precedent']"
1.0,1.0,residing,reciding,R IY S AY D IH NG,residing,R IY Z AY D IH NG,"['residing', 'reciting', 'receding', 'resigning', 'residing', 'resigning', 'rewriting', 'receding', 'rereading', 'researching']"
1.0,1.0,resistance,resistence,R IH Z IH S T AH N S,resistance,R IH Z IH S T AH N S,"['resistance', 'resistance', 'resistant', 'resistant', 'resilience', 'existence', 'existence', 'resilience', 'insistence', 'reservists']"
1.0,1.0,resistant,resistent,R IH Z IH S T AH N T,resistant,R IH Z IH S T AH N T,"['resistant', 'resistant', 'resistance', 'resistance', 'resilient', 'existent', 'insistent', 'existence']"
0.0,0.0,resistible,resistable,R IH Z IH S T AH B AH L,irresistible,IH R IH Z IH S T AH B AH L,"['irresistible', 'irresistibly']"
0.0,0.0,response,reponse,R IH P AA N S,ripoffs,R IH P AO F S,"['ripoffs', 'renounce', 'riddance', 'repent', 'repeats', 'riposte', 'richness', 'rinsing', 'scripts', 'strips']"
1.0,1.0,response,responce,R IY S P AA N S,response,R IY S P AA N S,"['response', 'response', 'respond', 'respond', 'respects', 'sponsors', 'sponsored', 'responds', 'sponsor', 'responses']"
1.0,1.0,responsibility,responnsibilty,R IY S P AA N S AH B IH L T IY,responsibility,R IY S P AA N S AH B IH L AH T IY,"['responsibility', 'responsibilities']"
1.0,1.0,responsible,reponsible,R IH P AA N S AH B AH L,responsible,R IY S P AA N S AH B AH L,"['responsible', 'impossible', 'responsibly']"
1.0,1.0,restaurant,restaraunt,R EH S T ER AO N T,restaurant,R EH S T ER AA N T,"['restaurant', 'restaurant', 'restaurateur', 'restaurants']"
1.0,1.0,restaurant,resteraunt,R EH S T ER AO N T,restaurant,R EH S T ER AA N T,"['restaurant', 'restaurant', 'restaurateur', 'restaurants']"
1.0,1.0,restraint,restraunt,R IY S T R AO N T,restraint,R IY S T R EY N T,"['restraint', 'restaurant', 'restrained', 'restraint', 'restrict', 'restrains', 'retrenched', 'restrain', 'restraints', 'restart']"
1.0,1.0,restaurants,restaraunts,R EH S T ER AO N T S,restaurants,R EH S T ER AA N T S,"['restaurants', 'restaurants', 'restaurant']"
1.0,1.0,restaurants,resteraunts,R EH S T ER AO N T S,restaurants,R EH S T ER AA N T S,"['restaurants', 'restaurants', 'restaurant']"
1.0,1.0,restoration,restauration,R EH S T R EY SH AH N,restoration,R EH S T ER EY SH AH N,"['restoration', 'castration', 'respiration', 'recitation', 'recreation', 'extortion', 'excitation', 'starvation', 'estimation', 'crustacean']"
1.0,1.0,resurrecting,resurecting,R EH Z ER EH K T IH NG,resurrecting,R EH Z ER EH K T IH NG,"['resurrecting', 'resurrected', 'redirecting', 'resurrect']"
1.0,1.0,resurrection,ressurection,R EH SH ER EH K SH AH N,resurrection,R EH Z ER EH K SH AH N,"['resurrection', 'redirection']"
1.0,1.0,retaliated,retalitated,R IY T AE L AH T EY T IH D,retaliated,R IY T AE L IY EY T IH D,"['retaliated', 'reallocated']"
1.0,1.0,retaliation,retalitation,R IY T AE L AH T EY SH AH N,retaliation,R IY T AE L IY EY SH AH N,"['retaliation', 'reallocation']"
1.0,1.0,reversible,reversable,R IH V ER S AH B AH L,reversible,R IH V ER S AH B AH L,"['reversible', 'reversible', 'reducible', 'removable', 'receivable', 'irreversible', 'reversals', 'irreversibly', 'recoverable', 'reversal']"
0.0,0.0,revolutionary,revolutionar,R EH V AH L UW SH AH N ER,revolutions,R EH V AH L UW SH AH N Z,"['revolutions', 'revelations', 'resolutions', 'revolution', 'revolutionize', 'revelation', 'resolution', 'devolution', 'evolution']"
0.0,1.0,rewrite,rewriet,R IY R IY T,reread,R IY R IY D,"['reread', 'rewrote', 'rewrite', 'rewrite', 'receipt', 'reroute', 'reroute', 'repeat', 'relate', 'reseed']"
0.0,1.0,rhyme,rhymme,R IH M,rim,R IH M,"['rim', 'rem', 'rum', 'ram', 'limb', 'rhyme', 'rome', 'roam', 'ream', 'rom']"
1.0,1.0,rhythm,rhythem,R IH DH AH M,rhythm,R IH DH AH M,"['rhythm', 'fathom', 'redeem', 'riven', 'ribbon', 'risen', 'ridden', 'resume', 'riddle', 'rivet']"
1.0,1.0,rhythm,rhythim,R IH DH IH M,rhythm,R IH DH AH M,"['rhythm', 'writhing', 'within', 'redeem', 'resume', 'writhing', 'renege', 'revere', 'ribbing', 'ridding']"
1.0,1.0,rhythm,rythem,R IH TH AH M,rhythm,R IH DH AH M,"['rhythm', 'latham', 'writhing', 'written', 'risen', 'riffle', 'resume', 'redeem', 'gotham', 'ridden']"
0.0,1.0,rhythm,rythim,R IH TH IH M,writhing,R IH TH IH NG,"['writhing', 'rhythm', 'lithic', 'within', 'redeem', 'resume', 'mythic', 'ringgit', 'riffing', 'ringing', 'wringing']"
0.0,0.0,rhythm,rythm,R IH TH M,realm,R EH L M,"['realm', 'wreaths', 'rift', 'riffed', 'myths', 'ritz', 'writs', 'riffs', 'rink', 'wrist']"
1.0,1.0,ridiculous,rediculous,R IY D IH K Y AH L AH S,ridiculous,R IH D IH K Y AH L AH S,['ridiculous']
0.0,0.0,rigour,rigeur,R IH G ER,recur,R IH K ER,"['recur', 'river', 'nigger', 'digger', 'refer', 'rigs', 'riggs', 'rigged', 'bigger', 'ripper']"
1.0,1.0,rigorous,rigourous,R IH G ER AH S,rigorous,R IH G ER AH S,"['rigorous', 'vigorous', 'regress', 'cygnus', 'reverts', 'timorous', 'referral', 'bigness', 'richness', 'rivets']"
0.0,0.0,ringing,rininging,R IH N IH NG IH NG,reneging,R IH N IH G IH NG,"['reneging', 'revering', 'finishing', 'springing', 'stringing', 'remaining', 'resenting', 'retaining', 'wrinkling', 'regaining']"
1.0,1.0,rococo,rococco,R OW K OW K OW,rococo,R AH K OW K OW,"['rococo', 'orozco', 'roanoke', 'cocos', 'cocoa', 'coco']"
1.0,1.0,roommate,roomate,R UW M EY T,roommate,R UW M EY T,"['roommate', 'roulette', 'remade', 'roomier', 'remit', 'rumours', 'remote', 'remote', 'rupert', 'rumen']"
0.0,1.0,roughly,rougly,R AH G L IY,wrigley,R IH G L IY,"['wrigley', 'roughly', 'rugby', 'ridley', 'lovely', 'buckley', 'ripley', 'burghley', 'vaguely', 'richly']"
0.0,0.0,rule,rulle,R AH L,rill,R IH L,"['rill', 'lull', 'role', 'roll', 'rail', 'ryle', 'rile', 'real', 'reel', 'riel']"
1.0,1.0,sacrifice,sacrafice,S AE K R AH F AY S,sacrifice,S AE K R AH F AY S,"['sacrifice', 'sanctify', 'sacrificed', 'sacrifices', 'sacrificing']"
1.0,1.0,safety,saftey,S AE F T IY,safety,S EY F T IY,"['safety', 'lefty', 'hefty', 'sandy', 'fifty', 'shifty', 'softer', 'rafter', 'nifty', 'softer']"
1.0,1.0,salary,salery,S AE L ER IY,salary,S AE L ER IY,"['salary', 'celery', 'mallory', 'valerie', 'valery', 'gallery', 'zachary', 'zachery', 'sellers', 'cellars']"
0.0,0.0,same,smae,S M EY,sleigh,S L EY,"['sleigh', 'slay', 'stay', 'sway', 'spay', 'sly', 'sri', 'sui', 'sty', 'ski']"
1.0,1.0,sandwich,sandwhich,S AE N D W IH CH,sandwich,S AE N D W IH CH,"['sandwich', 'landwehr', 'sandwiched', 'sandwiched', 'standish', 'standing', 'sandwich', 'sandwiched', 'sandwich', 'sanded']"
0.0,0.0,says,sasy,S EY S IY,sissy,S IH S IY,"['sissy', 'sassy', 'saucy', 'racy', 'pacey', 'casey', 'lacey', 'lacy', 'macy', 'jaycee']"
0.0,0.0,satellite,satelite,S EY T L AY T,searchlight,S ER CH L AY T,"['searchlight', 'sunlight', 'footlight', 'dateline', 'skylight', 'sulfite', 'sailboat', 'gaslight', 'twilight', 'stylize']"
1.0,1.0,satellite,sattelite,S AE T AH L AY T,satellite,S AE T AH L AY T,"['satellite', 'socialite', 'satirist', 'subtlety', 'starlight', 'stylize', 'spotlight', 'stoplight', 'satisfy', 'sagittal']"
0.0,0.0,satellites,satelites,S EY T L AY T S,searchlights,S ER CH L AY T S,"['searchlights', 'footlights', 'skylights', 'sailboats', 'satellite', 'stateless', 'slightest', 'starlight', 'spotlight', 'stoplight']"
1.0,1.0,satellites,sattelites,S AE T AH L AY T S,satellites,S AE T AH L AY T S,"['satellites', 'socialites', 'satirists', 'spotlights', 'stoplights', 'satellite', 'acolytes']"
0.0,0.0,story,sotyr,S OW T IH R,sitar,S IH T AA R,"['sitar', 'setting', 'seated', 'sated', 'sitting', 'suited', 'cited', 'sighted', 'sited', 'seating']"
0.0,0.0,says,syas,S Y AA S,xian,Z Y AA N,"['xian', 'spas', 'slice', 'swatch', 'swiss', 'suisse', 'sluice', 'floss', 'scotch', 'spice']"
1.0,1.0,scalable,scaleable,S K EY L AH B AH L,scalable,S K EY L AH B AH L,"['scalable', 'skeletal', 'available', 'soluble', 'solvable', 'culpable', 'saleable', 'syllables', 'syllable', 'callable']"
0.0,1.0,schedule,schedual,S K EH JH UW AH L,scheduler,S K EH JH UW L ER,"['scheduler', 'schedules', 'scheduled', 'scheduler', 'schedules', 'scheduled', 'sexual', 'scruple', 'schedule', 'schedule']"
1.0,1.0,scholastic,scholarstic,S K AH L AA R S T IH K,scholastic,S K AH L AE S T IH K,['scholastic']
0.0,0.0,script,scirpt,S ER P T,sipped,S IH P T,"['sipped', 'surfed', 'sept', 'sapped', 'seeped', 'souped', 'searched', 'surat', 'zipped', 'zapped']"
0.0,0.0,script,scripot,S K R IH P AH T,scribble,S K R IH B AH L,"['scribble', 'scruple', 'scripts', 'scripture', 'scrunched', 'scarlet', 'corporate', 'cypriot', 'corporate', 'triplet']"
0.0,0.0,scroll,scoll,S K AA L,skull,S K AH L,"['skull', 'scull', 'scar', 'scowl', 'skill', 'skoal', 'scale', 'school', 'scott', 'scot']"
0.0,0.0,succeed,seceed,S IH S IY D,secede,S IH S IY D,"['secede', 'recede', 'cecile', 'busied', 'receipt', 'seaside', 'proceed', 'deceit', 'sullied', 'reseed']"
1.0,1.0,succeeded,secceeded,S EH K S IY D IH D,succeeded,S AH K S IY D IH D,"['succeeded', 'succeeded', 'succeeding', 'seconded', 'conceded', 'acceded', 'exceeded', 'seceded']"
0.0,0.0,succeeded,seceeded,S IH S IY D IH D,seceded,S IH S IY D IH D,"['seceded', 'receded', 'seceding', 'receded', 'decided', 'receding', 'exceeded', 'acceded', 'sedated', 'exceeded']"
1.0,1.0,secretary,secratary,S EH K R AH T EH R IY,secretary,S EH K R AH T EH R IY,"['secretary', 'secondary', 'sedentary', 'sectarian', 'secretaries', 'cemeteries', 'cemetery', 'secretarial']"
1.0,1.0,secretary,secretery,S IY K R IH T EH R IY,secretary,S EH K R AH T EH R IY,"['secretary', 'secretly']"
0.0,1.0,size,sieze,S IY Z,sees,S IY Z,"['sees', 'seas', 'seize', 'cease', 'sows', 'says', 'cheese', 'says', 'size', 'sighs']"
0.0,1.0,sized,siezed,S IY Z D,seized,S IY Z D,"['seized', 'sized', 'teased', 'sealed', 'seemed', 'caesar', 'cesar', 'ceased', 'raised', 'razed']"
0.0,1.0,sizing,siezing,S IY Z IH NG,seizing,S IY Z IH NG,"['seizing', 'ceasing', 'sizing', 'seeding', 'ceding', 'seething', 'teasing', 'wheezing', 'seating', 'seeping']"
1.0,1.0,seizure,siezure,S IY ZH ER,seizure,S IY ZH ER,"['seizure', 'leisure', 'seeger', 'sealer', 'seeker', 'caesar', 'cesar', 'cedar', 'ceder', 'saver']"
1.0,1.0,seizures,siezures,S IY ZH ER Z,seizures,S IY ZH ER Z,"['seizures', 'seekers', 'caesars', 'cedars', 'savers', 'measures', 'sailors', 'sawyers', 'sabres', 'sieges']"
1.0,1.0,sense,sence,S EH N S,sense,S EH N S,"['sense', 'cents', 'sens', 'since', 'fence', 'pence', 'sent', 'cent', 'scent', 'tense']"
1.0,1.0,separate,seperate,S EH P ER EY T,separate,S EH P ER EY T,"['separate', 'separate', 'separate', 'saturate', 'decorate', 'federate', 'generate', 'venerate', 'aspirate', 'perforate']"
1.0,1.0,separated,seperated,S EH P ER EY T IH D,separated,S EH P ER EY T IH D,"['separated', 'separated', 'separating', 'saturated', 'decorated', 'federated', 'generated', 'venerated', 'aspirated', 'perforated']"
1.0,1.0,separately,seperately,S EH P ER AH T L IY,separately,S EH P ER AH T L IY,"['separately', 'separately', 'perfectly', 'expertly', 'temporally', 'desperately']"
1.0,1.0,separates,seperates,S EH P ER EY T S,separates,S EH P ER EY T S,"['separates', 'separates', 'generates', 'aspirates', 'surrogates', 'permeates', 'spacesuits', 'accepts', 'experts', 'separate']"
1.0,1.0,separating,seperating,S EH P ER EY T IH NG,separating,S EH P ER EY T IH NG,"['separating', 'separated', 'saturating', 'decorating', 'generating', 'separated', 'perforating', 'aspirated', 'permeating', 'accepting']"
1.0,1.0,separation,seperation,S EH P ER EY SH AH N,separation,S EH P ER EY SH AH N,"['separation', 'reparation', 'saturation', 'decoration', 'sensation', 'federation', 'generation', 'veneration', 'aspiration', 'separated']"
0.0,0.0,sepulchre,sepulchure,S EH P AH L CH ER,settlers,S EH T AH L ER Z,"['settlers', 'secular', 'sculpture', 'cellular', 'simpler', 'stapler', 'spengler', 'settler']"
0.0,0.0,sepulchre,sepulcre,S EH P AH L K ER,settlers,S EH T AH L ER Z,"['settlers', 'secular', 'cellular', 'simpler', 'stapler', 'spengler', 'settler', 'selkirk']"
0.0,1.0,sergeant,sargant,S AA R G AH N T,sgt,S AA R JH AH N T,"['sgt', 'sergeant', 'sargent', 'bargained', 'solvent', 'bargains', 'garment', 'segment', 'targets', 'margaret']"
0.0,1.0,several,severeal,S EH V ER IY AA L,severini,S EH V ER IY N IY,"['severini', 'several']"
0.0,0.0,severely,severley,S EH V ER L IY,beverly,B EH V ER L IY,"['beverly', 'beverley', 'civilly', 'soberly', 'southerly', 'semele', 'waverley', 'heavily', 'weatherly', 'several']"
1.0,1.0,shadow,shaddow,SH AE D OW,shadow,SH AE D OW,"['shadow', 'chateau', 'shallow', 'chateaux', 'shatter', 'sheds', 'shudder', 'shady', 'shaggy', 'shabby']"
1.0,1.0,sheriff,sherif,SH EH R AH F,sheriff,SH EH R AH F,"['sheriff', 'sheriff', 'sharon', 'cheryl', 'sheryl', 'tariff', 'sharon', 'sharron', 'sherrill', 'sharing']"
1.0,1.0,shining,shineing,SH AY N IH NG,shining,SH AY N IH NG,"['shining', 'shunning', 'whining', 'wining', 'lining', 'signing', 'fining', 'mining', 'pining', 'dining']"
0.0,0.0,should,shoudl,SH AW D AH L,shouted,SH AW T AH D,"['shouted', 'shuttle', 'shaddock', 'shackle', 'saddle', 'shovel', 'yodel', 'paddle', 'cheryl', 'sheryl']"
0.0,1.0,shouldn't,shoudln,SH AA UW D AH N,sheldon,SH EH L D AH N,"['sheldon', 'shotgun', 'sharpen', 'harden', 'pardon', 'garden', 'trodden', 'dodson', 'audition', ""shouldn't""]"
0.0,0.0,shouldn't,shouldnt,SH UH D N T,sugared,SH UH G ER D,"['sugared', 'schultz', 'schulz', 'wooden', 'showdown', ""couldn't"", 'sherwood', 'shunts', 'shinto', 'junta']"
